date,category,buy_value,sell_value,net_value
2014-09-02,DII,1820.4,1988.2,-167.8
2014-09-02,FII/FPI,3876.3,3203.5,672.8
2014-09-03,DII,1762.2,2231.9,-469.7
2014-09-03,FII/FPI,6178.4,4889.8,1288.6
2014-09-04,DII,1172.6,1727.9,-555.2
2014-09-04,FII/FPI,5458.3,3760.6,1697.7
2014-09-05,DII,1217.3,1572.1,-354.8
2014-09-05,FII/FPI,3807.8,3497.3,310.5
2014-09-06,DII,1837.36,2327.39,-490.03
2014-09-06,FII/FPI,5617.07,5080.39,536.68
2014-09-07,DII,1620.48,1885.67,-265.19
2014-09-07,FII/FPI,4422.85,3777.66,645.19
2014-09-08,DII,1530.1,2038.4,-508.4
2014-09-08,FII/FPI,4416.6,3253.6,1163.0
2014-09-09,DII,1020.7,1772.8,-752.1
2014-09-09,FII/FPI,2716.7,2237.3,479.4
2014-09-10,DII,1210.6,1721.9,-511.2
2014-09-10,FII/FPI,3117.7,3127.6,-9.9
2014-09-11,DII,1450.7,1981.4,-530.7
2014-09-11,FII/FPI,3758.6,3325.0,433.6
2014-09-12,DII,1651.7,1860.2,-208.4
2014-09-12,FII/FPI,3745.7,3562.9,182.8
2014-09-15,DII,1504.8,1579.2,-74.5
2014-09-15,FII/FPI,3035.2,3109.8,-74.6
2014-09-16,DII,2090.2,1624.6,465.6
2014-09-16,FII/FPI,3146.5,3975.5,-829.0
2014-09-17,DII,1635.6,1796.8,-161.2
2014-09-17,FII/FPI,4278.5,4142.4,136.1
2014-09-18,DII,1671.6,1587.2,84.4
2014-09-18,FII/FPI,3383.4,3393.0,-9.6
2014-09-19,DII,1581.4,1344.2,237.2
2014-09-19,FII/FPI,9068.0,9074.5,-6.5
2014-09-22,DII,1309.2,1277.7,31.5
2014-09-22,FII/FPI,2666.5,2852.9,-186.4
2014-09-23,DII,1859.0,1533.3,325.7
2014-09-23,FII/FPI,3951.7,5136.9,-1185.2
2014-09-24,DII,1461.4,1476.7,-15.3
2014-09-24,FII/FPI,3543.2,4336.8,-793.6
2014-09-25,DII,2822.3,2003.7,818.6
2014-09-25,FII/FPI,6309.0,7160.2,-851.2
2014-09-26,DII,2795.9,1460.6,1335.3
2014-09-26,FII/FPI,3622.1,4755.7,-1133.6
2014-09-29,DII,1323.4,1088.8,234.5
2014-09-29,FII/FPI,2643.8,2493.7,150.1
2014-09-30,DII,1855.8,1654.5,201.2
2014-09-30,FII/FPI,4506.8,4992.7,-485.9
2014-10-01,DII,1418.1,1262.4,155.7
2014-10-01,FII/FPI,3534.8,3598.1,-63.2
2014-10-02,DII,1378.61,1083.82,294.79
2014-10-02,FII/FPI,2052.14,2507.32,-455.18
2014-10-03,DII,1578.41,2623.23,-1044.82
2014-10-03,FII/FPI,5106.66,3853.01,1253.65
2014-10-04,DII,1881.94,1868.49,13.45
2014-10-04,FII/FPI,5030.87,4688.12,342.75
2014-10-06,DII,1312.36,2527.83,-1215.47
2014-10-06,FII/FPI,5397.8,4715.54,682.26
2014-10-07,DII,1814.9,1487.2,327.6
2014-10-07,FII/FPI,5056.6,5389.4,-332.8
2014-10-08,DII,1937.1,1274.0,663.1
2014-10-08,FII/FPI,3253.0,4694.0,-1441.0
2014-10-09,DII,2020.1,1396.5,623.6
2014-10-09,FII/FPI,3148.3,3169.2,-20.9
2014-10-10,DII,1866.9,1308.7,558.2
2014-10-10,FII/FPI,2576.5,3296.3,-719.8
2014-10-11,DII,1435.41,1750.34,-314.93
2014-10-11,FII/FPI,4291.6,3936.3,355.3
2014-10-13,DII,1618.8,1052.0,566.8
2014-10-13,FII/FPI,2480.6,3151.6,-671.1
2014-10-14,DII,1826.0,1330.4,495.5
2014-10-14,FII/FPI,2942.1,3636.8,-694.7
2014-10-16,DII,2052.2,1387.7,664.4
2014-10-16,FII/FPI,4206.9,5335.3,-1128.4
2014-10-17,DII,2566.0,1828.7,737.3
2014-10-17,FII/FPI,3554.1,4984.1,-1430.0
2014-10-20,DII,1868.6,2034.7,-166.1
2014-10-20,FII/FPI,5287.3,4247.2,1040.1
2014-10-21,DII,1772.9,1704.0,68.9
2014-10-21,FII/FPI,4695.3,4662.9,32.4
2014-10-22,DII,1641.3,1265.8,375.6
2014-10-22,FII/FPI,3639.4,3631.9,7.5
2014-10-27,DII,1292.0,1282.5,9.6
2014-10-27,FII/FPI,3914.1,3865.0,49.1
2014-10-28,DII,1324.5,1424.1,-99.7
2014-10-28,FII/FPI,3709.1,3817.1,-108.0
2014-10-29,DII,1263.6,1770.8,-507.3
2014-10-29,FII/FPI,4453.4,3667.8,785.6
2014-10-30,DII,2232.7,2326.7,-94.0
2014-10-30,FII/FPI,6643.8,5386.3,1257.5
2014-10-31,DII,2175.7,2452.2,-276.5
2014-10-31,FII/FPI,5582.7,3828.0,1754.7
2014-11-02,DII,1290.08,1047.71,242.37
2014-11-02,FII/FPI,2488.58,2653.98,-165.4
2014-11-03,DII,1334.2,2517.3,-1183.1
2014-11-03,FII/FPI,4459.1,3045.7,1413.3
2014-11-04,DII,1727.61,1362.69,364.92
2014-11-04,FII/FPI,3790.37,4152.66,-362.29
2014-11-05,DII,1307.6,2512.2,-1204.6
2014-11-05,FII/FPI,7123.2,6092.4,1030.8
2014-11-06,DII,1310.96,1718.72,-407.76
2014-11-06,FII/FPI,4839.57,5152.97,-313.4
2014-11-07,DII,1818.3,2010.5,-192.2
2014-11-07,FII/FPI,8091.2,5554.0,2537.1
2014-11-08,DII,1159.48,925.07,234.41
2014-11-08,FII/FPI,2795.42,2958.34,-162.92
2014-11-09,DII,1450.66,1981.37,-530.71
2014-11-09,FII/FPI,3758.59,3325.04,433.55
2014-11-10,DII,1435.4,1750.3,-314.9
2014-11-10,FII/FPI,4291.6,3936.3,355.3
2014-11-11,DII,1181.3,1698.2,-517.0
2014-11-11,FII/FPI,4444.0,3985.9,458.0
2014-11-12,DII,1249.7,1809.1,-559.4
2014-11-12,FII/FPI,4112.9,3653.5,459.5
2014-11-13,DII,1090.9,1829.1,-738.2
2014-11-13,FII/FPI,3933.0,3242.4,690.6
2014-11-14,DII,1418.2,1935.7,-517.5
2014-11-14,FII/FPI,4986.8,4340.9,645.9
2014-11-17,DII,1576.5,1824.3,-247.9
2014-11-17,FII/FPI,3693.8,3037.4,656.4
2014-11-18,DII,1586.1,1818.5,-232.4
2014-11-18,FII/FPI,3900.4,4002.4,-102.0
2014-11-19,DII,1170.4,1661.7,-491.3
2014-11-19,FII/FPI,4313.4,4241.6,71.8
2014-11-20,DII,1271.0,1169.4,101.6
2014-11-20,FII/FPI,3163.4,3640.5,-477.2
2014-11-21,DII,1662.1,1524.5,137.6
2014-11-21,FII/FPI,4134.9,4012.4,122.5
2014-11-24,DII,1606.3,1769.0,-162.8
2014-11-24,FII/FPI,4382.6,3975.2,407.4
2014-11-25,DII,2030.3,2762.4,-732.1
2014-11-25,FII/FPI,13086.8,11917.8,1168.9
2014-11-26,DII,1696.4,2011.0,-314.6
2014-11-26,FII/FPI,3517.5,3336.1,181.5
2014-11-27,DII,2669.1,2332.2,336.8
2014-11-27,FII/FPI,5443.0,5053.3,389.7
2014-11-28,DII,2561.4,3000.7,-439.3
2014-11-28,FII/FPI,5160.1,4224.2,935.9
2014-12-01,DII,1572.3,2127.5,-555.2
2014-12-01,FII/FPI,4336.7,4349.1,-12.4
2014-12-02,DII,1513.2,1553.6,-40.4
2014-12-02,FII/FPI,3570.7,3463.9,106.8
2014-12-03,DII,1976.4,2133.6,-157.2
2014-12-03,FII/FPI,4758.4,4367.3,391.1
2014-12-04,DII,1236.0,1822.0,-586.0
2014-12-04,FII/FPI,4043.2,3569.2,474.0
2014-12-05,DII,1537.3,1371.2,166.0
2014-12-05,FII/FPI,4071.2,4180.7,-109.4
2014-12-06,DII,1146.5,1888.71,-742.21
2014-12-06,FII/FPI,4192.31,3539.96,652.35
2014-12-08,DII,2458.7,1428.1,1030.6
2014-12-08,FII/FPI,8206.6,3222.0,4984.6
2014-12-09,DII,1478.0,1823.4,-345.4
2014-12-09,FII/FPI,3661.3,3882.8,-221.5
2014-12-11,DII,1668.1,1236.1,431.9
2014-12-11,FII/FPI,3726.8,4535.1,-808.3
2014-12-12,DII,1906.9,1583.5,323.4
2014-12-12,FII/FPI,3220.6,4085.6,-865.0
2014-12-15,DII,1702.0,1566.0,136.0
2014-12-15,FII/FPI,3296.8,3752.5,-455.7
2014-12-16,DII,2370.4,1835.8,534.6
2014-12-16,FII/FPI,4005.9,5253.1,-1247.2
2014-12-17,DII,3180.5,1756.6,1423.8
2014-12-17,FII/FPI,4459.0,6095.4,-1636.4
2014-12-18,DII,2126.2,1478.0,648.2
2014-12-18,FII/FPI,3593.3,4468.2,-874.9
2014-12-19,DII,1928.5,1305.7,622.8
2014-12-19,FII/FPI,5238.8,5907.6,-668.8
2014-12-22,DII,1542.8,1153.6,389.1
2014-12-22,FII/FPI,2540.9,2876.2,-335.2
2014-12-23,DII,1845.5,1329.2,516.3
2014-12-23,FII/FPI,2148.2,2593.1,-444.9
2014-12-24,DII,2910.2,2401.1,509.1
2014-12-24,FII/FPI,5113.0,7921.2,-2808.3
2014-12-26,DII,1060.0,642.7,417.3
2014-12-26,FII/FPI,560.6,520.6,40.0
2014-12-29,DII,1154.7,794.4,360.4
2014-12-29,FII/FPI,1419.1,1623.4,-204.2
2014-12-30,DII,971.7,810.9,160.9
2014-12-30,FII/FPI,1684.4,1406.5,277.9
2014-12-31,DII,1161.7,1192.2,-30.6
2014-12-31,FII/FPI,2348.9,1867.8,481.1
2015-01-01,DII,691.1,671.5,19.6
2015-01-01,FII/FPI,248.4,230.2,18.2
2015-01-02,DII,1527.3,1457.5,69.8
2015-01-02,FII/FPI,2083.0,1823.1,259.8
2015-01-04,DII,1558.08,1360.83,197.25
2015-01-04,FII/FPI,3928.44,3718.57,209.87
2015-01-05,DII,1098.3,1674.0,-575.7
2015-01-05,FII/FPI,2569.9,2097.9,472.0
2015-01-06,DII,2646.3,1456.6,1189.6
2015-01-06,FII/FPI,3138.1,4708.9,-1570.8
2015-01-07,DII,2265.7,1664.3,601.4
2015-01-07,FII/FPI,3290.6,4363.7,-1073.2
2015-01-08,DII,2174.4,1885.5,288.9
2015-01-08,FII/FPI,4685.6,5152.4,-466.8
2015-01-09,DII,1876.9,1577.4,299.5
2015-01-09,FII/FPI,4182.2,4480.2,-298.0
2015-01-10,DII,1870.86,1718.68,152.18
2015-01-10,FII/FPI,4111.22,4062.62,48.6
2015-01-12,DII,1097.1,1428.3,-331.2
2015-01-12,FII/FPI,3289.5,3044.6,245.0
2015-01-13,DII,1917.8,1871.8,46.1
2015-01-13,FII/FPI,5046.3,4811.2,235.1
2015-01-14,DII,1647.2,1871.2,-224.0
2015-01-14,FII/FPI,4248.3,4318.0,-69.7
2015-01-15,DII,2142.4,2669.6,-527.3
2015-01-15,FII/FPI,7405.4,5667.1,1738.2
2015-01-16,DII,1417.6,2134.5,-716.9
2015-01-16,FII/FPI,6718.2,5618.2,1099.9
2015-01-19,DII,1373.3,1611.0,-237.7
2015-01-19,FII/FPI,3695.7,3261.9,433.7
2015-01-20,DII,1517.7,2279.3,-761.6
2015-01-20,FII/FPI,4796.0,3520.4,1275.6
2015-01-22,DII,1781.4,2360.0,-578.5
2015-01-22,FII/FPI,5408.4,4815.6,592.8
2015-01-23,DII,1320.2,2620.1,-1300.0
2015-01-23,FII/FPI,7171.8,5151.8,2020.0
2015-01-27,DII,1449.1,2232.4,-783.3
2015-01-27,FII/FPI,7816.2,6862.7,953.5
2015-01-28,DII,1437.0,2729.7,-1292.7
2015-01-28,FII/FPI,7236.2,5513.0,1723.2
2015-01-29,DII,2122.3,3802.4,-1680.1
2015-01-29,FII/FPI,8753.6,7029.9,1723.8
2015-01-30,DII,2282.0,2319.6,-37.6
2015-01-30,FII/FPI,6145.7,6917.3,-771.6
2015-02-01,DII,1527.3,1457.52,69.78
2015-02-01,FII/FPI,2082.96,1823.14,259.82
2015-02-02,DII,1747.1,1971.2,-224.1
2015-02-02,FII/FPI,5639.2,6269.1,-630.0
2015-02-03,DII,1966.3,2103.6,-137.3
2015-02-03,FII/FPI,5723.8,5988.1,-264.4
2015-02-04,DII,1653.4,1725.8,-72.4
2015-02-04,FII/FPI,5057.2,5141.0,-83.8
2015-02-05,DII,2318.2,1992.6,325.6
2015-02-05,FII/FPI,4533.7,4561.1,-27.4
2015-02-06,DII,1339.0,1223.6,115.5
2015-02-06,FII/FPI,4126.5,4223.0,-96.4
2015-02-07,DII,1181.02,1400.04,-219.02
2015-02-07,FII/FPI,3952.13,3376.81,575.32
2015-02-09,DII,1651.0,1181.4,469.6
2015-02-09,FII/FPI,3163.4,3823.7,-660.3
2015-02-10,DII,2442.1,1590.8,851.3
2015-02-10,FII/FPI,4328.7,5589.9,-1261.2
2015-02-11,DII,1674.7,1527.2,147.5
2015-02-11,FII/FPI,3933.7,4304.9,-371.3
2015-02-12,DII,2143.6,1438.1,705.5
2015-02-12,FII/FPI,4296.4,4702.7,-406.3
2015-02-13,DII,2454.1,2358.3,95.8
2015-02-13,FII/FPI,4589.4,4199.1,390.3
2015-02-16,DII,1525.2,1244.4,280.8
2015-02-16,FII/FPI,3707.5,3890.3,-182.8
2015-02-18,DII,2181.2,1853.3,327.9
2015-02-18,FII/FPI,6540.8,4352.9,2188.0
2015-02-19,DII,1498.5,1694.2,-195.7
2015-02-19,FII/FPI,5018.5,3475.8,1542.7
2015-02-20,DII,1722.4,1517.5,204.8
2015-02-20,FII/FPI,3319.0,3408.4,-89.4
2015-02-23,DII,1521.9,1685.7,-163.8
2015-02-23,FII/FPI,4709.7,4107.8,601.9
2015-02-24,DII,1346.9,1493.9,-147.0
2015-02-24,FII/FPI,5482.3,4785.0,697.3
2015-02-25,DII,1737.4,1717.7,19.7
2015-02-25,FII/FPI,4764.4,4248.4,516.1
2015-02-26,DII,2908.3,2567.5,340.8
2015-02-26,FII/FPI,8397.3,6085.1,2312.2
2015-02-27,DII,3072.1,3564.1,-491.9
2015-02-27,FII/FPI,9894.8,7937.6,1957.1
2015-02-28,DII,1569.4,2310.1,-740.7
2015-02-28,FII/FPI,1398.5,784.5,614.0
2015-03-02,DII,2358.8,2178.5,180.4
2015-03-02,FII/FPI,6704.1,6279.3,424.8
2015-03-03,DII,1573.8,1877.7,-303.9
2015-03-03,FII/FPI,5732.6,4959.6,772.9
2015-03-04,DII,2638.9,2622.0,16.9
2015-03-04,FII/FPI,7641.7,4855.5,2786.2
2015-03-05,DII,1704.4,1897.9,-193.5
2015-03-05,FII/FPI,4895.4,4815.6,79.8
2015-03-06,DII,2109.42,1696.76,412.66
2015-03-06,FII/FPI,4868.93,5596.54,-727.61
2015-03-07,DII,951.38,1171.99,-220.61
2015-03-07,FII/FPI,2588.55,2232.26,356.29
2015-03-08,DII,1810.17,1843.53,-33.36
2015-03-08,FII/FPI,4495.44,4145.03,350.41
2015-03-09,DII,1486.2,1521.5,-35.3
2015-03-09,FII/FPI,5752.0,4913.6,838.3
2015-03-10,DII,1873.0,1582.5,290.5
2015-03-10,FII/FPI,4292.2,5040.4,-748.1
2015-03-11,DII,1697.3,2036.3,-339.0
2015-03-11,FII/FPI,4343.9,4788.6,-444.6
2015-03-12,DII,1643.9,2025.9,-381.9
2015-03-12,FII/FPI,5428.9,4695.8,733.1
2015-03-13,DII,1726.2,1797.8,-71.6
2015-03-13,FII/FPI,4841.3,4774.3,67.0
2015-03-16,DII,1469.3,1310.7,158.6
2015-03-16,FII/FPI,4582.9,5345.5,-762.6
2015-03-17,DII,1370.5,1614.2,-243.7
2015-03-17,FII/FPI,5123.1,4857.6,265.5
2015-03-18,DII,1504.1,2387.1,-883.0
2015-03-18,FII/FPI,3985.7,4443.2,-457.4
2015-03-19,DII,1658.1,1604.7,53.5
2015-03-19,FII/FPI,5954.6,4525.9,1428.7
2015-03-20,DII,1577.8,1797.0,-219.2
2015-03-20,FII/FPI,7550.8,7196.2,354.6
2015-03-23,DII,2004.0,1600.1,403.9
2015-03-23,FII/FPI,3074.4,2657.0,417.4
2015-03-24,DII,1858.1,2489.8,-631.7
2015-03-24,FII/FPI,4647.8,3909.9,737.9
2015-03-25,DII,2029.5,1932.9,96.5
2015-03-25,FII/FPI,6910.3,6097.1,813.2
2015-03-26,DII,4287.7,3600.6,687.1
2015-03-26,FII/FPI,7733.4,8254.6,-521.2
2015-03-27,DII,2500.2,1825.4,674.8
2015-03-27,FII/FPI,4924.1,5244.6,-320.5
2015-03-30,DII,1971.8,1320.2,651.7
2015-03-30,FII/FPI,3764.6,4004.9,-240.3
2015-03-31,DII,2256.1,1972.4,283.7
2015-03-31,FII/FPI,5347.9,4991.8,356.1
2015-04-01,DII,1558.1,1360.8,197.2
2015-04-01,FII/FPI,3928.4,3718.6,209.9
2015-04-02,DII,1653.42,1725.77,-72.35
2015-04-02,FII/FPI,5057.23,5141.03,-83.8
2015-04-03,DII,2638.94,2622.05,16.89
2015-04-03,FII/FPI,7641.74,4855.5,2786.24
2015-04-05,DII,1253.94,1107.14,146.8
2015-04-05,FII/FPI,5105.79,5045.26,60.53
2015-04-06,DII,1667.0,1837.0,-170.0
2015-04-06,FII/FPI,4438.0,3501.2,936.8
2015-04-07,DII,1260.0,1586.1,-326.1
2015-04-07,FII/FPI,3718.6,3574.7,144.0
2015-04-08,DII,1919.3,1536.8,382.5
2015-04-08,FII/FPI,4536.3,5015.5,-479.2
2015-04-09,DII,2167.0,1674.2,492.8
2015-04-09,FII/FPI,5589.4,5395.6,193.8
2015-04-10,DII,1671.4,1806.6,-135.2
2015-04-10,FII/FPI,4823.6,4460.9,362.8
2015-04-11,DII,1176.28,1251.18,-74.9
2015-04-11,FII/FPI,3531.96,3498.8,33.16
2015-04-12,DII,2344.24,1275.23,1069.01
2015-04-12,FII/FPI,3561.68,5307.41,-1745.73
2015-04-13,DII,1475.6,1429.2,46.4
2015-04-13,FII/FPI,3760.2,3343.2,417.0
2015-04-15,DII,1704.6,1764.8,-60.2
2015-04-15,FII/FPI,6592.1,6484.1,108.0
2015-04-16,DII,1872.0,1439.8,432.3
2015-04-16,FII/FPI,4354.7,4569.1,-214.4
2015-04-17,DII,1758.2,1685.6,72.5
2015-04-17,FII/FPI,4625.4,5301.1,-675.7
2015-04-20,DII,2328.2,1365.7,962.5
2015-04-20,FII/FPI,5954.5,7461.4,-1506.9
2015-04-21,DII,3348.0,1983.2,1364.8
2015-04-21,FII/FPI,22567.6,5078.9,17488.7
2015-04-22,DII,2228.0,2010.0,218.0
2015-04-22,FII/FPI,4919.6,5829.7,-910.2
2015-04-23,DII,1808.5,1248.9,559.6
2015-04-23,FII/FPI,4938.1,5215.0,-276.8
2015-04-24,DII,2666.6,1770.3,896.3
2015-04-24,FII/FPI,6282.9,7058.4,-775.5
2015-04-27,DII,3286.5,1619.0,1667.5
2015-04-27,FII/FPI,4933.6,6683.0,-1749.3
2015-04-28,DII,3322.5,1785.4,1537.1
2015-04-28,FII/FPI,4601.7,6134.5,-1532.8
2015-04-29,DII,1990.0,1077.5,912.5
2015-04-29,FII/FPI,4453.7,5172.0,-718.3
2015-04-30,DII,4676.6,2215.8,2460.8
2015-04-30,FII/FPI,7711.1,10868.7,-3157.6
2015-05-01,DII,1098.28,1674.02,-575.74
2015-05-01,FII/FPI,2569.89,2097.89,472.0
2015-05-02,DII,2318.25,1992.64,325.61
2015-05-02,FII/FPI,4533.69,4561.12,-27.43
2015-05-03,DII,1704.37,1897.91,-193.54
2015-05-03,FII/FPI,4895.44,4815.6,79.84
2015-05-04,DII,1253.9,1107.1,146.8
2015-05-04,FII/FPI,5105.8,5045.3,60.5
2015-05-05,DII,2182.0,1202.9,979.2
2015-05-05,FII/FPI,4408.3,5164.8,-756.5
2015-05-06,DII,3073.4,1618.4,1455.0
2015-05-06,FII/FPI,5422.2,7121.8,-1699.6
2015-05-07,DII,2732.1,1574.1,1158.0
2015-05-07,FII/FPI,3991.7,5352.4,-1360.7
2015-05-08,DII,2725.6,1611.2,1114.4
2015-05-08,FII/FPI,4236.8,4674.4,-437.6
2015-05-10,DII,2409.69,2043.92,365.77
2015-05-10,FII/FPI,5203.78,4553.88,649.9
2015-05-11,DII,1851.4,1522.8,328.6
2015-05-11,FII/FPI,4529.4,4359.4,170.0
2015-05-12,DII,2545.6,1213.6,1331.9
2015-05-12,FII/FPI,4856.8,6186.2,-1329.4
2015-05-13,DII,2050.6,1796.6,254.0
2015-05-13,FII/FPI,5205.9,5277.1,-71.2
2015-05-14,DII,1367.3,1064.8,302.6
2015-05-14,FII/FPI,4513.6,4587.4,-73.8
2015-05-15,DII,1799.8,1236.2,563.6
2015-05-15,FII/FPI,3595.5,3633.8,-38.3
2015-05-18,DII,2002.9,1384.3,618.5
2015-05-18,FII/FPI,4876.9,5079.0,-202.1
2015-05-19,DII,1693.9,1242.9,451.0
2015-05-19,FII/FPI,4901.8,4853.7,48.1
2015-05-20,DII,1617.2,1513.6,103.6
2015-05-20,FII/FPI,4303.2,4179.7,123.5
2015-05-21,DII,1721.8,1317.8,404.0
2015-05-21,FII/FPI,5938.5,6124.8,-186.3
2015-05-22,DII,1776.8,1539.2,237.6
2015-05-22,FII/FPI,6279.2,6067.8,211.4
2015-05-25,DII,1412.0,1411.8,0.2
2015-05-25,FII/FPI,2458.3,2384.2,74.1
2015-05-26,DII,1835.5,1711.6,123.8
2015-05-26,FII/FPI,4082.6,3967.8,114.8
2015-05-27,DII,2375.1,1781.0,594.0
2015-05-27,FII/FPI,5094.2,6029.2,-935.0
2015-05-28,DII,3145.5,2462.2,683.3
2015-05-28,FII/FPI,6851.8,7644.3,-792.5
2015-05-29,DII,3198.8,5466.7,-2267.9
2015-05-29,FII/FPI,24676.0,22391.7,2284.3
2015-06-01,DII,1589.6,1540.2,49.3
2015-06-01,FII/FPI,4078.4,3965.0,113.5
2015-06-02,DII,1760.0,1488.4,271.6
2015-06-02,FII/FPI,4255.5,4849.7,-594.1
2015-06-03,DII,2109.4,1696.8,412.7
2015-06-03,FII/FPI,4868.9,5596.5,-727.6
2015-06-04,DII,2089.8,1317.7,772.0
2015-06-04,FII/FPI,4968.1,4456.2,511.9
2015-06-05,DII,2190.0,1310.5,879.5
2015-06-05,FII/FPI,3663.8,4214.1,-550.3
2015-06-07,DII,983.3,1392.96,-409.66
2015-06-07,FII/FPI,2863.2,2713.83,149.37
2015-06-08,DII,1810.3,1280.5,529.8
2015-06-08,FII/FPI,2932.6,3681.8,-749.1
2015-06-09,DII,1767.9,1075.6,692.3
2015-06-09,FII/FPI,3152.9,3797.9,-645.0
2015-06-10,DII,1911.2,1123.1,788.1
2015-06-10,FII/FPI,3279.4,3761.6,-482.1
2015-06-11,DII,1875.5,1286.2,589.3
2015-06-11,FII/FPI,3752.8,4375.7,-622.9
2015-06-12,DII,1537.8,832.2,705.6
2015-06-12,FII/FPI,3119.2,3790.1,-671.0
2015-06-15,DII,1390.9,740.4,650.5
2015-06-15,FII/FPI,3028.0,3632.9,-604.9
2015-06-16,DII,1657.0,1012.2,644.8
2015-06-16,FII/FPI,3512.3,4033.9,-521.6
2015-06-17,DII,2728.3,1281.2,1447.1
2015-06-17,FII/FPI,4190.7,5131.6,-940.9
2015-06-18,DII,2297.5,1187.5,1110.0
2015-06-18,FII/FPI,4041.3,4826.0,-784.7
2015-06-19,DII,1555.0,1107.5,447.6
2015-06-19,FII/FPI,6463.4,6569.5,-106.1
2015-06-22,DII,1353.6,1447.7,-94.0
2015-06-22,FII/FPI,3526.3,2875.0,651.3
2015-06-23,DII,1595.9,1191.7,404.2
2015-06-23,FII/FPI,3139.2,3514.2,-375.0
2015-06-24,DII,1721.1,1707.6,13.5
2015-06-24,FII/FPI,4491.2,4398.6,92.6
2015-06-25,DII,2868.4,2876.9,-8.4
2015-06-25,FII/FPI,6954.0,6673.8,280.2
2015-06-26,DII,1775.7,1541.4,234.2
2015-06-26,FII/FPI,3326.7,3530.5,-203.7
2015-06-29,DII,2099.1,1192.7,906.4
2015-06-29,FII/FPI,2788.6,3500.5,-711.9
2015-06-30,DII,2167.8,1587.2,580.6
2015-06-30,FII/FPI,5153.9,5705.3,-551.4
2015-07-01,DII,1345.7,1293.6,52.1
2015-07-01,FII/FPI,4397.6,4322.6,75.0
2015-07-02,DII,1181.0,1400.0,-219.0
2015-07-02,FII/FPI,3952.1,3376.8,575.3
2015-07-03,DII,951.4,1172.0,-220.6
2015-07-03,FII/FPI,2588.6,2232.3,356.3
2015-07-04,DII,1260.02,1586.08,-326.06
2015-07-04,FII/FPI,3718.64,3574.66,143.98
2015-07-05,DII,2732.1,1574.08,1158.02
2015-07-05,FII/FPI,3991.69,5352.38,-1360.69
2015-07-06,DII,983.3,1393.0,-409.7
2015-07-06,FII/FPI,2863.2,2713.8,149.4
2015-07-07,DII,1379.0,1473.8,-94.7
2015-07-07,FII/FPI,3745.1,3721.6,23.5
2015-07-08,DII,1368.2,1714.9,-346.7
2015-07-08,FII/FPI,6943.1,7297.4,-354.3
2015-07-09,DII,1271.4,1192.3,79.1
2015-07-09,FII/FPI,3685.4,3939.5,-254.1
2015-07-10,DII,1785.7,1195.2,590.5
2015-07-10,FII/FPI,4991.6,5456.9,-465.3
2015-07-12,DII,1268.82,1323.72,-54.9
2015-07-12,FII/FPI,3686.75,3751.79,-65.04
2015-07-13,DII,1081.3,1252.8,-171.6
2015-07-13,FII/FPI,3478.0,2950.0,528.0
2015-07-14,DII,1227.3,1358.2,-130.9
2015-07-14,FII/FPI,3148.9,2879.0,269.9
2015-07-15,DII,1384.3,1434.7,-50.4
2015-07-15,FII/FPI,3292.9,2885.2,407.7
2015-07-16,DII,1632.7,1731.2,-98.5
2015-07-16,FII/FPI,3250.4,2504.6,745.8
2015-07-17,DII,1332.0,1507.1,-175.2
2015-07-17,FII/FPI,3347.8,2742.2,605.6
2015-07-20,DII,867.6,1716.4,-848.8
2015-07-20,FII/FPI,3273.2,2558.8,714.4
2015-07-21,DII,2195.4,2049.1,146.3
2015-07-21,FII/FPI,4366.8,4593.7,-226.9
2015-07-22,DII,1617.6,1969.4,-351.8
2015-07-22,FII/FPI,4001.6,3551.2,450.3
2015-07-23,DII,1507.4,1784.1,-276.7
2015-07-23,FII/FPI,3851.6,3666.2,185.4
2015-07-24,DII,2187.6,1991.3,196.4
2015-07-24,FII/FPI,3424.9,3418.3,6.6
2015-07-27,DII,1780.2,1541.5,238.7
2015-07-27,FII/FPI,3837.2,4697.2,-859.9
2015-07-29,DII,1934.8,1292.1,642.7
2015-07-29,FII/FPI,4333.8,4520.0,-186.2
2015-07-30,DII,3322.2,2822.6,499.6
2015-07-30,FII/FPI,5352.0,5522.7,-170.7
2015-07-31,DII,2827.5,1806.2,1021.3
2015-07-31,FII/FPI,5598.3,5876.0,-277.8
2015-08-01,DII,2174.4,1885.52,288.88
2015-08-01,FII/FPI,4685.59,5152.37,-466.78
2015-08-03,DII,1810.2,1843.5,-33.4
2015-08-03,FII/FPI,4495.4,4145.0,350.4
2015-08-04,DII,1842.7,1955.3,-112.6
2015-08-04,FII/FPI,5923.6,5804.8,118.7
2015-08-05,DII,2725.58,1611.2,1114.38
2015-08-05,FII/FPI,4236.79,4674.35,-437.56
2015-08-06,DII,1432.1,1543.8,-111.8
2015-08-06,FII/FPI,4000.7,3891.8,108.9
2015-08-07,DII,1792.2,1758.1,34.1
2015-08-07,FII/FPI,3641.3,3735.0,-93.7
2015-08-09,DII,1760.13,1312.72,447.41
2015-08-09,FII/FPI,2970.3,3629.97,-659.67
2015-08-10,DII,1323.2,1373.3,-50.0
2015-08-10,FII/FPI,3540.0,3554.4,-14.4
2015-08-11,DII,1510.9,1380.1,130.7
2015-08-11,FII/FPI,3488.9,4225.7,-736.8
