date,category,buy_value,sell_value,net_value
2011-12-21,FII/FPI,2208.25,2352.48,-144.23
2011-12-22,DII,1045.8,816.06,229.74
2011-12-22,FII/FPI,1852.18,2088.57,-236.39
2011-12-23,DII,651.02,729.57,-78.55
2011-12-23,FII/FPI,1281.1,1196.83,84.27
2011-12-26,DII,435.94,554.92,-118.98
2011-12-26,FII/FPI,547.02,433.59,113.43
2011-12-27,DII,497.22,592.51,-95.29
2011-12-27,FII/FPI,1038.06,823.75,214.31
2011-12-28,DII,532.14,628.63,-96.49
2011-12-28,FII/FPI,1238.81,1157.37,81.44
2011-12-29,DII,996.86,673.79,323.07
2011-12-29,FII/FPI,1504.5,2520.32,-1015.82
2011-12-30,DII,853.68,587.08,266.6
2011-12-30,FII/FPI,969.1,1147.25,-178.15
2012-01-02,DII,1734.93,1767.22,-32.29
2012-01-02,FII/FPI,4997.28,3320.79,1676.49
2012-01-03,DII,998.54,1008.51,-9.97
2012-01-03,FII/FPI,2133.21,2259.73,-126.52
2012-01-06,DII,865.54,660.04,205.5
2012-01-06,FII/FPI,1791.48,2011.86,-220.38
2012-01-08,DII,813.64,986.61,-172.97
2012-01-08,FII/FPI,2014.83,1573.38,441.45
2012-01-10,DII,866.81,1341.01,-474.2
2012-01-10,FII/FPI,2104.6,1897.09,207.51
2012-01-13,DII,1198.43,1375.69,-177.26
2012-01-13,FII/FPI,2508.07,2214.56,293.51
2012-01-16,DII,649.83,879.38,-229.55
2012-01-16,FII/FPI,1980.81,1623.13,357.68
2012-01-17,DII,1292.91,1722.14,-429.23
2012-01-17,FII/FPI,2963.72,1937.97,1025.75
2012-01-18,DII,884.51,1474.78,-590.27
2012-01-18,FII/FPI,3008.08,2132.23,875.85
2012-01-19,DII,1087.26,1333.85,-246.59
2012-01-19,FII/FPI,2796.26,2170.12,626.14
2012-01-20,DII,1221.68,1836.47,-614.79
2012-01-20,FII/FPI,3509.75,2689.91,819.84
2012-01-23,DII,873.05,1311.53,-438.48
2012-01-23,FII/FPI,1579.16,1637.96,-58.8
2012-01-24,DII,1391.98,1654.63,-262.65
2012-01-24,FII/FPI,3011.11,2209.82,801.29
2012-01-25,DII,1162.31,1874.31,-712.0
2012-01-25,FII/FPI,3920.65,2773.64,1147.01
2012-01-27,DII,1036.66,1745.12,-708.46
2012-01-27,FII/FPI,4093.99,2853.83,1240.16
2012-01-30,DII,772.39,1306.08,-533.69
2012-01-30,FII/FPI,2575.35,2777.06,-201.71
2012-01-31,DII,1299.94,1541.2,-241.26
2012-01-31,FII/FPI,3460.78,2836.68,624.1
2012-02-01,DII,579.04,494.7,84.34
2012-02-01,FII/FPI,458.53,552.4,-93.87
2012-02-02,DII,1488.05,2141.19,-653.14
2012-02-02,FII/FPI,5157.5,3216.27,1941.23
2012-02-03,DII,994.28,1064.76,-70.48
2012-02-03,FII/FPI,2395.0,1816.35,578.65
2012-02-04,DII,770.91,843.72,-72.81
2012-02-04,FII/FPI,1861.47,1615.53,245.94
2012-02-05,DII,939.25,868.13,71.12
2012-02-05,FII/FPI,2241.7,2004.23,237.47
2012-02-07,DII,783.2,1230.69,-447.49
2012-02-07,FII/FPI,2104.11,1513.05,591.06
2012-02-08,DII,838.34,904.82,-66.48
2012-02-08,FII/FPI,1653.63,1513.5,140.13
2012-02-13,DII,832.72,1430.03,-597.31
2012-02-13,FII/FPI,2600.01,2130.24,469.77
2012-02-14,DII,1109.31,1517.95,-408.64
2012-02-14,FII/FPI,2955.58,1925.46,1030.12
2012-02-16,DII,1383.42,1773.74,-390.32
2012-02-16,FII/FPI,3251.56,3067.25,184.31
2012-02-17,DII,2419.64,2642.71,-223.07
2012-02-17,FII/FPI,4126.95,3590.46,536.49
2012-02-21,DII,1233.78,2477.93,-1244.15
2012-02-21,FII/FPI,4091.84,2691.67,1400.17
2012-02-22,DII,1215.07,2547.97,-1332.9
2012-02-22,FII/FPI,4033.4,3203.77,829.63
2012-02-23,DII,1453.7,2094.63,-640.93
2012-02-23,FII/FPI,4069.92,3965.37,104.55
2012-02-24,DII,1055.99,1892.7,-836.71
2012-02-24,FII/FPI,11138.59,2183.29,8955.3
2012-02-27,DII,1206.72,1905.86,-699.14
2012-02-27,FII/FPI,2957.94,2628.85,329.09
2012-02-28,DII,1283.87,1871.08,-587.21
2012-02-28,FII/FPI,2937.55,2209.96,727.59
2012-02-29,DII,1113.77,1544.84,-431.07
2012-02-29,FII/FPI,3666.24,3086.61,579.63
2012-03-01,DII,988.27,781.76,206.51
2012-03-01,FII/FPI,1356.89,1101.5,255.39
2012-03-02,DII,1016.04,1931.62,-915.58
2012-03-02,FII/FPI,3193.37,2119.16,1074.21
2012-03-04,DII,1096.77,896.49,200.28
2012-03-04,FII/FPI,1995.03,1662.56,332.47
2012-03-05,DII,791.09,1138.09,-347.0
2012-03-05,FII/FPI,2361.49,2287.75,73.74
2012-03-07,DII,715.98,1259.95,-543.97
2012-03-07,FII/FPI,2233.64,1643.93,589.71
2012-03-08,DII,804.26,1238.91,-434.65
2012-03-08,FII/FPI,1508.84,1300.15,208.69
2012-03-09,DII,682.27,842.97,-160.7
2012-03-09,FII/FPI,1669.48,1724.27,-54.79
2012-03-10,DII,1048.51,1716.65,-668.14
2012-03-10,FII/FPI,3626.4,3024.01,602.39
2012-03-12,DII,1087.32,1423.26,-335.94
2012-03-12,FII/FPI,1955.34,1652.0,303.34
2012-03-13,DII,943.46,1377.2,-433.74
2012-03-13,FII/FPI,2758.88,1886.2,872.68
2012-03-14,DII,1285.06,2142.17,-857.11
2012-03-14,FII/FPI,3813.19,2153.91,1659.28
2012-03-15,DII,809.83,1199.0,-389.17
2012-03-15,FII/FPI,2375.95,2219.93,156.02
2012-03-16,DII,1201.53,1971.92,-770.39
2012-03-16,FII/FPI,3490.69,2607.11,883.58
2012-03-19,DII,1111.51,1407.49,-295.98
2012-03-19,FII/FPI,2387.61,2226.74,160.87
2012-03-20,DII,994.5,1114.85,-120.35
2012-03-20,FII/FPI,2110.5,1999.41,111.09
2012-03-21,DII,956.01,1249.71,-293.7
2012-03-21,FII/FPI,3488.6,2865.96,622.64
2012-03-22,DII,1118.38,1251.51,-133.13
2012-03-22,FII/FPI,2643.39,2396.83,246.56
2012-03-23,DII,689.22,502.41,186.81
2012-03-23,FII/FPI,2310.91,2301.45,9.46
2012-03-26,DII,775.03,975.97,-200.94
2012-03-26,FII/FPI,3998.36,4133.65,-135.29
2012-03-27,DII,1039.42,1329.47,-290.05
2012-03-27,FII/FPI,3009.32,2966.33,42.99
2012-03-28,DII,895.94,822.91,73.03
2012-03-28,FII/FPI,2863.56,3011.62,-148.06
2012-03-29,DII,1408.0,1108.33,299.67
2012-03-29,FII/FPI,3954.15,5287.0,-1332.85
2012-03-30,DII,1096.07,1263.39,-167.32
2012-03-30,FII/FPI,5112.7,4150.05,962.65
2012-04-01,DII,856.02,939.43,-83.41
2012-04-01,FII/FPI,1836.86,1697.89,138.97
2012-04-04,DII,839.54,712.84,126.7
2012-04-04,FII/FPI,1330.46,1284.64,45.82
2012-04-05,DII,1118.42,1398.53,-280.11
2012-04-05,FII/FPI,3419.72,2991.8,427.92
2012-04-06,DII,1102.98,656.75,446.23
2012-04-06,FII/FPI,1492.85,2129.99,-637.14
2012-04-07,DII,1185.24,1347.01,-161.77
2012-04-07,FII/FPI,2135.3,1896.11,239.19
2012-04-09,DII,702.67,808.27,-105.6
2012-04-09,FII/FPI,1634.31,1329.9,304.41
2012-04-10,DII,1327.64,2146.2,-818.56
2012-04-10,FII/FPI,3245.74,2301.21,944.53
2012-04-12,DII,1062.21,1496.31,-434.1
2012-04-12,FII/FPI,2371.34,1831.39,539.95
2012-04-13,DII,1329.61,1809.29,-479.68
2012-04-13,FII/FPI,2634.23,2496.98,137.25
2012-04-16,DII,932.45,714.22,218.23
2012-04-16,FII/FPI,1341.24,1850.67,-509.43
2012-04-17,DII,964.09,1177.3,-213.21
2012-04-17,FII/FPI,2403.64,1962.49,441.15
2012-04-18,DII,988.09,950.21,37.88
2012-04-18,FII/FPI,2478.0,2256.37,221.63
2012-04-19,DII,936.84,835.84,101.0
2012-04-19,FII/FPI,1866.75,1969.21,-102.46
2012-04-20,DII,1059.95,925.21,134.74
2012-04-20,FII/FPI,1729.83,1415.79,314.04
2012-04-23,DII,1206.48,754.78,451.7
2012-04-23,FII/FPI,1351.7,1759.19,-407.49
2012-04-24,DII,1462.54,1043.46,419.08
2012-04-24,FII/FPI,2158.43,3019.21,-860.78
2012-04-25,DII,911.18,870.48,40.7
2012-04-25,FII/FPI,2176.64,2517.48,-340.84
2012-04-26,DII,1491.42,1427.93,63.49
2012-04-26,FII/FPI,3356.74,3732.82,-376.08
2012-04-27,DII,967.17,824.61,142.56
2012-04-27,FII/FPI,2078.31,2454.53,-376.22
2012-04-30,DII,668.05,914.86,-246.81
2012-04-30,FII/FPI,2100.62,1621.09,479.53
2012-05-01,DII,795.65,1084.86,-289.21
2012-05-01,FII/FPI,2247.61,1866.19,381.42
2012-05-03,DII,827.42,1085.75,-258.33
2012-05-03,FII/FPI,1867.04,1741.54,125.5
2012-05-06,DII,1400.18,605.53,794.65
2012-05-06,FII/FPI,1193.74,1874.6,-680.86
2012-05-07,DII,995.17,1198.2,-203.03
2012-05-07,FII/FPI,2659.08,2229.86,429.22
2012-05-09,DII,910.44,1076.72,-166.28
2012-05-09,FII/FPI,2135.61,2324.26,-188.65
2012-05-10,DII,1439.55,1628.65,-189.1
2012-05-10,FII/FPI,6806.29,2454.3,4351.99
2012-05-11,DII,577.07,921.49,-344.42
2012-05-11,FII/FPI,1363.47,989.54,373.93
2012-05-12,DII,1158.06,1797.84,-639.78
2012-05-12,FII/FPI,2819.35,1940.78,878.57
2012-05-14,DII,850.14,995.19,-145.05
2012-05-14,FII/FPI,2080.58,1725.48,355.1
2012-05-15,DII,924.29,1007.14,-82.85
2012-05-15,FII/FPI,1824.1,2008.38,-184.28
2012-05-16,DII,1415.78,1243.95,171.83
2012-05-16,FII/FPI,2239.47,2786.32,-546.85
2012-05-17,DII,955.33,701.18,254.15
2012-05-17,FII/FPI,2289.29,2298.96,-9.67
2012-05-18,DII,1021.59,872.65,148.94
2012-05-18,FII/FPI,1672.69,1921.62,-248.93
2012-05-21,DII,662.44,513.24,149.2
2012-05-21,FII/FPI,1334.72,1414.31,-79.59
2012-05-22,DII,927.65,720.05,207.6
2012-05-22,FII/FPI,1611.91,1895.25,-283.34
2012-05-23,DII,780.79,612.3,168.49
2012-05-23,FII/FPI,1534.16,1895.23,-361.07
2012-05-24,DII,732.16,602.14,130.02
2012-05-24,FII/FPI,1633.59,1739.32,-105.73
2012-05-25,DII,927.63,492.98,434.65
2012-05-25,FII/FPI,1001.53,1625.29,-623.76
2012-05-28,DII,664.38,496.68,167.7
2012-05-28,FII/FPI,1233.83,1124.95,108.88
2012-05-29,DII,727.89,927.29,-199.4
2012-05-29,FII/FPI,1539.21,1448.71,90.5
2012-05-30,DII,558.13,740.74,-182.61
2012-05-30,FII/FPI,2192.44,2203.18,-10.74
2012-05-31,DII,1323.22,1589.6,-266.38
2012-05-31,FII/FPI,6379.64,7045.4,-665.76
2012-06-01,DII,618.95,817.83,-198.88
2012-06-01,FII/FPI,1852.48,1842.04,10.44
2012-06-02,DII,1378.21,1561.33,-183.12
2012-06-02,FII/FPI,3512.46,2514.52,997.94
2012-06-03,DII,1238.12,1058.21,179.91
2012-06-03,FII/FPI,2629.95,2871.17,-241.22
2012-06-06,DII,1411.75,922.61,489.14
2012-06-06,FII/FPI,3310.26,3041.05,269.21
2012-06-07,DII,859.8,1083.27,-223.47
2012-06-07,FII/FPI,1915.84,1344.07,571.77
2012-06-08,DII,876.85,881.08,-4.23
2012-06-08,FII/FPI,1738.14,1182.41,555.73
2012-06-09,DII,887.06,920.82,-33.76
2012-06-09,FII/FPI,1845.81,1679.23,166.58
2012-06-12,DII,1029.28,1692.02,-662.74
2012-06-12,FII/FPI,2855.57,2017.43,838.14
2012-06-13,DII,918.99,842.12,76.87
2012-06-13,FII/FPI,1868.63,1650.95,217.68
2012-06-14,DII,655.4,938.23,-282.83
2012-06-14,FII/FPI,1254.35,1149.27,105.08
2012-06-15,DII,801.7,922.37,-120.67
2012-06-15,FII/FPI,2515.79,2176.79,339.0
2012-06-18,DII,895.55,958.91,-63.36
2012-06-18,FII/FPI,1698.62,1286.21,412.41
2012-06-19,DII,725.48,1004.18,-278.7
2012-06-19,FII/FPI,1668.25,1761.55,-93.3
2012-06-21,DII,1013.08,969.52,43.56
2012-06-21,FII/FPI,1971.61,1852.03,119.58
2012-06-22,DII,884.49,885.76,-1.27
2012-06-22,FII/FPI,1310.71,1484.93,-174.22
2012-06-25,DII,773.18,747.0,26.18
2012-06-25,FII/FPI,1404.14,1251.04,153.1
2012-06-26,DII,625.14,980.19,-355.05
2012-06-26,FII/FPI,1471.53,1458.5,13.03
2012-06-27,DII,709.31,724.38,-15.07
2012-06-27,FII/FPI,1914.47,1828.38,86.09
2012-06-28,DII,1858.24,1085.87,772.37
2012-06-28,FII/FPI,3805.31,4917.94,-1112.63
2012-06-29,DII,1532.57,1783.28,-250.71
2012-06-29,FII/FPI,4747.12,1700.36,3046.76
2012-07-02,DII,916.16,1770.62,-854.46
2012-07-02,FII/FPI,2898.03,2279.19,618.84
2012-07-03,DII,984.58,1114.49,-129.91
2012-07-03,FII/FPI,2240.41,2745.0,-504.59
2012-07-05,DII,1327.64,1053.87,273.77
2012-07-05,FII/FPI,2162.56,2793.37,-630.81
2012-07-06,DII,939.25,972.99,-33.74
2012-07-06,FII/FPI,2737.99,2062.51,675.48
2012-07-08,DII,1234.5,1179.26,55.24
2012-07-08,FII/FPI,2455.56,1639.61,815.95
2012-07-09,DII,1423.49,1205.2,218.29
2012-07-09,FII/FPI,2634.02,2131.84,502.18
2012-07-11,DII,1115.36,1312.31,-196.95
2012-07-11,FII/FPI,2384.38,1655.93,728.45
2012-07-12,DII,1034.47,1832.95,-798.48
2012-07-12,FII/FPI,2854.32,2206.27,648.05
2012-07-13,DII,611.04,981.45,-370.41
2012-07-13,FII/FPI,1957.01,1675.88,281.13
2012-07-16,DII,683.29,723.88,-40.59
2012-07-16,FII/FPI,1639.72,1382.55,257.17
2012-07-17,DII,777.45,1043.66,-266.21
2012-07-17,FII/FPI,2088.27,1613.32,474.95
2012-07-18,DII,821.88,987.63,-165.75
2012-07-18,FII/FPI,2259.49,1983.09,276.4
2012-07-19,DII,924.56,1153.4,-228.84
2012-07-19,FII/FPI,2021.6,1895.82,125.78
2012-07-20,DII,804.38,868.78,-64.4
2012-07-20,FII/FPI,1691.17,1513.06,178.11
2012-07-23,DII,701.25,1055.0,-353.75
2012-07-23,FII/FPI,1530.54,1421.37,109.17
2012-07-24,DII,1091.62,1052.39,39.23
2012-07-24,FII/FPI,1547.31,1800.22,-252.91
2012-07-25,DII,1012.3,1022.77,-10.47
2012-07-25,FII/FPI,1760.39,2132.6,-372.21
2012-07-26,DII,1634.25,1211.55,422.7
2012-07-26,FII/FPI,2831.49,4012.19,-1180.7
2012-07-27,DII,881.56,1136.0,-254.44
2012-07-27,FII/FPI,2812.53,2248.81,563.72
2012-07-30,DII,882.49,1116.21,-233.72
2012-07-30,FII/FPI,2446.4,1517.45,928.95
2012-07-31,DII,827.81,1321.29,-493.48
2012-07-31,FII/FPI,2940.75,2060.79,879.96
2012-08-02,DII,1512.31,1936.77,-424.46
2012-08-02,FII/FPI,4402.73,4018.49,384.24
2012-08-05,DII,1177.65,920.05,257.6
2012-08-05,FII/FPI,1905.58,2304.56,-398.98
2012-08-06,DII,716.51,797.99,-81.48
2012-08-06,FII/FPI,1779.5,1577.49,202.01
2012-08-08,DII,928.83,1723.53,-794.7
2012-08-08,FII/FPI,2751.6,1637.39,1114.21
2012-08-10,DII,820.42,1599.03,-778.61
2012-08-10,FII/FPI,2979.06,2415.22,563.84
2012-08-11,DII,901.63,817.05,84.58
2012-08-11,FII/FPI,2053.35,1792.14,261.21
2012-08-13,DII,701.28,877.62,-176.34
2012-08-13,FII/FPI,2020.01,1680.25,339.76
2012-08-16,DII,1259.33,1034.03,225.3
2012-08-16,FII/FPI,2447.9,2352.89,95.01
2012-08-17,DII,1044.55,1004.36,40.19
2012-08-17,FII/FPI,2169.11,1860.89,308.22
2012-08-21,DII,1022.73,1164.37,-141.64
2012-08-21,FII/FPI,2220.91,2079.54,141.37
2012-08-22,DII,809.99,1040.13,-230.14
2012-08-22,FII/FPI,1554.76,1458.12,96.64
2012-08-23,DII,929.59,1090.69,-161.1
2012-08-23,FII/FPI,2473.72,2161.93,311.79
2012-08-24,DII,806.33,1163.01,-356.68
2012-08-24,FII/FPI,2068.49,1842.43,226.06
2012-08-27,DII,520.7,1021.42,-500.72
2012-08-27,FII/FPI,1507.35,1306.96,200.39
2012-08-28,DII,965.1,1279.49,-314.39
2012-08-28,FII/FPI,2006.02,1912.93,93.09
2012-08-29,DII,850.84,1090.64,-239.8
2012-08-29,FII/FPI,2044.28,1900.98,143.3
2012-08-30,DII,1836.46,1508.35,328.11
2012-08-30,FII/FPI,5167.92,2861.82,2306.1
2012-08-31,DII,1114.32,1286.86,-172.54
2012-08-31,FII/FPI,3084.38,3295.46,-211.08
2012-09-01,DII,583.75,554.49,29.26
2012-09-01,FII/FPI,1790.95,1827.41,-36.46
2012-09-02,DII,964.39,2001.97,-1037.58
2012-09-02,FII/FPI,3985.22,2784.56,1200.66
2012-09-03,DII,1106.66,1119.56,-12.9
2012-09-03,FII/FPI,4039.93,2755.28,1284.65
2012-09-04,DII,586.69,692.51,-105.82
2012-09-04,FII/FPI,1075.5,1344.93,-269.43
2012-09-05,DII,1222.15,1059.78,162.37
2012-09-05,FII/FPI,2202.18,2578.52,-376.34
2012-09-07,DII,627.55,915.2,-287.65
2012-09-07,FII/FPI,1598.62,1345.64,252.98
2012-09-08,DII,989.78,1744.18,-754.4
2012-09-08,FII/FPI,2272.94,1935.8,337.14
2012-09-10,DII,697.69,1128.29,-430.6
2012-09-10,FII/FPI,2327.01,1713.03,613.98
2012-09-13,DII,851.95,1008.0,-156.05
2012-09-13,FII/FPI,2001.61,1640.13,361.48
2012-09-14,DII,1818.41,2506.41,-688.0
2012-09-14,FII/FPI,5355.25,2521.53,2833.72
2012-09-17,DII,2248.96,3086.68,-837.72
2012-09-17,FII/FPI,5889.33,3637.16,2252.17
2012-09-18,DII,1506.03,2176.75,-670.72
2012-09-18,FII/FPI,3764.11,2714.94,1049.17
2012-09-20,DII,1136.67,1467.78,-331.11
2012-09-20,FII/FPI,3187.08,3260.75,-73.67
2012-09-21,DII,1758.29,2885.57,-1127.28
2012-09-21,FII/FPI,6806.02,4478.2,2327.82
2012-09-24,DII,1366.46,2522.91,-1156.45
2012-09-24,FII/FPI,4500.86,2905.14,1595.72
2012-09-25,DII,1058.36,2432.47,-1374.11
2012-09-25,FII/FPI,8586.0,2740.42,5845.58
2012-09-26,DII,1315.8,2011.7,-695.9
2012-09-26,FII/FPI,3601.0,2912.51,688.49
2012-09-27,DII,1496.19,1944.06,-447.87
2012-09-27,FII/FPI,5509.53,5109.79,399.74
2012-09-28,DII,1412.26,2091.32,-679.06
2012-09-28,FII/FPI,3987.75,2757.4,1230.35
2012-10-01,DII,1122.85,1237.96,-115.11
2012-10-01,FII/FPI,2782.51,2458.19,324.32
2012-10-02,DII,1335.59,1384.89,-49.3
2012-10-02,FII/FPI,2672.61,2476.49,196.12
2012-10-04,DII,790.4,980.58,-190.18
2012-10-04,FII/FPI,1864.42,2193.09,-328.67
2012-10-05,DII,1046.05,1189.58,-143.53
2012-10-05,FII/FPI,1916.25,1598.83,317.42
2012-10-07,DII,830.16,1318.49,-488.33
2012-10-07,FII/FPI,2170.26,1563.72,606.54
2012-10-08,DII,786.3,1322.99,-536.69
2012-10-08,FII/FPI,2373.23,2290.07,83.16
2012-10-09,DII,665.1,983.42,-318.32
2012-10-09,FII/FPI,2033.66,1340.93,692.73
2012-10-10,DII,733.42,1129.78,-396.36
2012-10-10,FII/FPI,2079.28,1671.68,407.6
2012-10-12,DII,678.91,1265.49,-586.58
2012-10-12,FII/FPI,2561.71,1863.48,698.23
2012-10-15,DII,657.04,742.56,-85.52
2012-10-15,FII/FPI,1273.02,1252.86,20.16
2012-10-16,DII,1342.58,747.19,595.39
2012-10-16,FII/FPI,1993.26,2197.45,-204.19
2012-10-17,DII,893.12,1141.52,-248.4
2012-10-17,FII/FPI,2176.6,2141.06,35.54
2012-10-18,DII,1208.96,1393.52,-184.56
2012-10-18,FII/FPI,2336.35,2405.22,-68.87
2012-10-22,DII,741.38,879.27,-137.89
2012-10-22,FII/FPI,1882.71,1641.03,241.68
2012-10-23,DII,658.04,956.93,-298.89
2012-10-23,FII/FPI,2211.1,1958.7,252.4
2012-10-25,DII,1061.26,1026.53,34.73
2012-10-25,FII/FPI,4724.36,5275.7,-551.34
2012-10-26,DII,854.24,944.17,-89.93
2012-10-26,FII/FPI,1612.59,1811.43,-198.84
2012-10-29,DII,839.42,849.17,-9.75
2012-10-29,FII/FPI,1563.31,1639.88,-76.57
2012-10-30,DII,1265.79,1297.63,-31.84
2012-10-30,FII/FPI,1448.83,1640.36,-191.53
2012-10-31,DII,1038.05,1135.9,-97.85
2012-10-31,FII/FPI,2194.02,1945.54,248.48
2012-11-01,DII,967.78,1149.96,-182.18
2012-11-01,FII/FPI,2631.16,2199.85,431.31
2012-11-04,DII,943.15,1025.39,-82.24
2012-11-04,FII/FPI,1890.35,2336.12,-445.77
2012-11-05,DII,813.02,1056.31,-243.29
2012-11-05,FII/FPI,1525.07,1366.51,158.56
2012-11-06,DII,739.49,954.15,-214.66
2012-11-06,FII/FPI,1596.61,1466.23,130.38
2012-11-07,DII,759.44,1116.29,-356.85
2012-11-07,FII/FPI,2365.04,2280.62,84.42
2012-11-09,DII,711.27,1077.07,-365.8
2012-11-09,FII/FPI,1735.72,1312.13,423.59
2012-11-10,DII,987.53,1560.85,-573.32
2012-11-10,FII/FPI,3429.18,2386.17,1043.01
2012-11-12,DII,860.59,1888.93,-1028.34
2012-11-12,FII/FPI,3605.68,2295.8,1309.88
2012-11-13,DII,50.48,31.41,19.07
2012-11-13,FII/FPI,120.16,138.25,-18.09
2012-11-15,DII,784.95,1166.62,-381.67
2012-11-15,FII/FPI,3742.91,3696.46,46.45
2012-11-16,DII,919.18,1293.9,-374.72
2012-11-16,FII/FPI,2992.05,2482.34,509.71
2012-11-19,DII,766.47,1269.07,-502.6
2012-11-19,FII/FPI,1738.25,1739.77,-1.52
2012-11-20,DII,769.65,781.18,-11.53
2012-11-20,FII/FPI,2377.81,2234.43,143.38
2012-11-21,DII,756.42,889.5,-133.08
2012-11-21,FII/FPI,2070.57,1887.98,182.59
2012-11-22,DII,674.13,838.13,-164.0
2012-11-22,FII/FPI,1577.55,1462.79,114.76
2012-11-23,DII,532.64,716.91,-184.27
2012-11-23,FII/FPI,1736.16,1369.79,366.37
2012-11-26,DII,600.01,795.67,-195.66
2012-11-26,FII/FPI,1546.55,1383.41,163.14
2012-11-29,DII,1332.51,2228.73,-896.22
2012-11-29,FII/FPI,7345.23,5765.26,1579.97
2012-11-30,DII,1455.74,2254.37,-798.63
2012-11-30,FII/FPI,8357.27,6745.84,1611.43
2012-12-01,DII,944.07,1940.98,-996.91
2012-12-01,FII/FPI,2538.65,2031.85,506.8
2012-12-03,DII,1121.41,918.09,203.32
2012-12-03,FII/FPI,4375.76,3077.12,1298.64
2012-12-04,DII,1087.74,850.34,237.4
2012-12-04,FII/FPI,2030.33,1894.35,135.98
2012-12-06,DII,868.66,922.87,-54.21
2012-12-06,FII/FPI,1423.32,1479.92,-56.6
2012-12-07,DII,841.76,1379.74,-537.98
2012-12-07,FII/FPI,2470.46,2201.92,268.54
2012-12-09,DII,1179.45,1235.21,-55.76
2012-12-09,FII/FPI,1912.55,1461.36,451.19
2012-12-10,DII,1172.31,984.02,188.29
2012-12-10,FII/FPI,2292.36,2091.2,201.16
2012-12-11,DII,909.41,1030.73,-121.32
2012-12-11,FII/FPI,3922.47,3692.74,229.73
2012-12-12,DII,993.2,1358.27,-365.07
2012-12-12,FII/FPI,4380.29,3427.54,952.75
2012-12-13,DII,890.42,1556.09,-665.67
2012-12-13,FII/FPI,3668.94,2412.37,1256.57
2012-12-14,DII,888.98,1401.41,-512.43
2012-12-14,FII/FPI,2666.6,2092.22,574.38
2012-12-17,DII,853.94,1544.27,-690.33
2012-12-17,FII/FPI,3551.68,2665.0,886.68
2012-12-18,DII,1165.96,1657.08,-491.12
2012-12-18,FII/FPI,3343.85,2421.48,922.37
2012-12-19,DII,1016.32,1385.38,-369.06
2012-12-19,FII/FPI,4483.24,3238.28,1244.96
2012-12-20,DII,956.37,1400.39,-444.02
2012-12-20,FII/FPI,2819.74,2352.99,466.75
2012-12-21,DII,1426.05,1167.84,258.21
2012-12-21,FII/FPI,2691.09,2575.74,115.35
2012-12-24,DII,542.53,780.79,-238.26
2012-12-24,FII/FPI,1631.39,1171.72,459.67
2012-12-26,DII,768.47,1069.32,-300.85
2012-12-26,FII/FPI,2035.17,1291.38,743.79
2012-12-27,DII,1287.65,1154.88,132.77
2012-12-27,FII/FPI,3731.45,3864.13,-132.68
2012-12-28,DII,773.1,1303.45,-530.35
2012-12-28,FII/FPI,2685.09,1851.69,833.4
2012-12-31,DII,911.94,1112.91,-200.97
2012-12-31,FII/FPI,1578.97,752.63,826.34
2013-01-01,DII,857.63,1263.77,-406.14
2013-01-01,FII/FPI,885.51,220.46,665.05
2013-01-02,DII,772.15,1860.77,-1088.62
2013-01-02,FII/FPI,3325.94,2562.66,763.28
2013-01-03,DII,1251.36,1297.21,-45.85
2013-01-03,FII/FPI,3876.99,3250.1,626.89
2013-01-04,DII,467.94,737.1,-269.16
2013-01-04,FII/FPI,1854.41,1541.34,313.07
2013-01-07,DII,1196.82,983.22,213.6
2013-01-07,FII/FPI,2272.67,2274.14,-1.47
2013-01-08,DII,1263.28,1556.9,-293.62
2013-01-08,FII/FPI,3704.13,3526.35,177.78
2013-01-10,DII,944.22,818.87,125.35
2013-01-10,FII/FPI,1728.67,1835.63,-106.96
2013-01-11,DII,1002.27,1424.97,-422.7
2013-01-11,FII/FPI,2572.92,2385.97,186.95
2013-01-14,DII,1100.39,2310.94,-1210.55
2013-01-14,FII/FPI,3363.98,2752.88,611.1
2013-01-15,DII,1339.33,2095.17,-755.84
2013-01-15,FII/FPI,3565.73,2488.18,1077.55
2013-01-16,DII,1095.85,1787.61,-691.76
2013-01-16,FII/FPI,3496.14,2466.64,1029.5
2013-01-17,DII,1423.52,1943.3,-519.78
2013-01-17,FII/FPI,3604.1,3039.9,564.2
2013-01-18,DII,1664.39,2632.0,-967.61
2013-01-18,FII/FPI,4327.82,3162.13,1165.69
2013-01-21,DII,1014.43,1904.6,-890.17
2013-01-21,FII/FPI,3434.62,2591.66,842.96
2013-01-22,DII,1002.79,1858.14,-855.35
2013-01-22,FII/FPI,3514.55,2468.15,1046.4
2013-01-23,DII,952.28,1804.61,-852.33
2013-01-23,FII/FPI,3525.59,2722.97,802.62
2013-01-24,DII,1198.24,1950.5,-752.26
2013-01-24,FII/FPI,4522.58,3496.26,1026.32
2013-01-25,DII,779.57,1111.49,-331.92
2013-01-25,FII/FPI,3789.0,3202.13,586.87
2013-01-28,DII,938.84,1803.06,-864.22
2013-01-28,FII/FPI,3277.03,2493.47,783.56
2013-01-29,DII,1157.83,2096.54,-938.71
2013-01-29,FII/FPI,4389.51,3489.68,899.83
2013-01-30,DII,1083.02,2178.84,-1095.82
2013-01-30,FII/FPI,3802.74,2896.38,906.36
2013-01-31,DII,1456.11,2319.71,-863.6
2013-01-31,FII/FPI,5426.07,4467.14,958.93
